SALARY,TITLE,DEPARTMENT
"$44,099.90 ",POLICE OFFICER,POLICE
"$36,078.64 ",POLICE OFFICER,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$40,159.08 ",POLICE OFFICER,POLICE
"$43,369.79 ",FORENSIC SERVICES SUPERVISOR,POLICE
"$37,386.26 ",CRIME SCENE TECHNICIAN,POLICE
"$42,720.63 ",EXECUTIVE SECRETARY,POLICE
"$32,352.08 ",CRIME SCENE TECHNICIAN,POLICE
"$34,135.37 ",CRIME SCENE TECHNICIAN,POLICE
"$32,352.60 ",CRIME SCENE TECHNICIAN,POLICE
"$40,007.30 ",CRIME SCENE TECHNICIAN,POLICE
"$30,811.50 ",CRIME SCENE TECHNICIAN,POLICE
"$46,443.02 ",CRIME SCENE TECHNICIAN,POLICE
"$32,352.14 ",CRIME SCENE TECHNICIAN,POLICE
"$45,008.61 ",CRIME SCENE TECHNICIAN,POLICE
"$46,443.00 ",CRIME SCENE TECHNICIAN,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$57,038.54 ",MASTER OFFICER,POLICE
"$45,760.00 ",PARTTIME PROTECTIVE SERV,POLICE
"$45,760.00 ",PARTTIME PROTECTIVE SERV,POLICE
"$45,760.00 ",PARTTIME PROTECTIVE SERV,POLICE
"$62,685.48 ",POLICE SERGEANT,POLICE
"$45,760.00 ",PARTTIME PROTECTIVE SERV,POLICE
"$52,862.42 ",POLICE OFFICER,POLICE
"$45,603.74 ",POLICE OFFICER,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$45,760.00 ",PARTTIME PROTECTIVE SERV,POLICE
"$33,039.00 ",POLICE OFFICER,POLICE
"$57,038.54 ",MASTER OFFICER,POLICE
"$49,896.34 ",POLICE CORPORAL,POLICE
"$45,760.00 ",PARTTIME PROTECTIVE SERV,POLICE
"$38,246.78 ",POLICE OFFICER,POLICE
"$45,760.00 ",PARTTIME PROTECTIVE SERV,POLICE
"$42,752.07 ",POLICE OFFICER,POLICE
"$45,603.74 ",POLICE OFFICER,POLICE
"$51,327.38 ",POLICE CORPORAL,POLICE
"$47,883.94 ",POLICE OFFICER,POLICE
"$46,077.20 ",POLICE OFFICER,POLICE
"$55,948.10 ",POLICE SERGEANT,POLICE
"$40,208.48 ",POLICE OFFICER,POLICE
"$43,883.06 ",POLICE OFFICER,POLICE
"$52,727.74 ",POLICE CORPORAL,POLICE
"$40,190.54 ",POLICE OFFICER,POLICE
"$55,948.10 ",POLICE SERGEANT,POLICE
"$54,453.10 ",MASTER OFFICER,POLICE
"$44,300.36 ",POLICE OFFICER,POLICE
"$57,038.54 ",POLICE CORPORAL,POLICE
"$49,896.08 ",POLICE CORPORAL,POLICE
"$44,275.40 ",POLICE OFFICER,POLICE
"$49,390.64 ",POLICE CORPORAL,POLICE
"$40,190.54 ",POLICE OFFICER,POLICE
"$57,210.66 ",POLICE SERGEANT,POLICE
"$42,200.08 ",POLICE OFFICER,POLICE
"$33,039.00 ",POLICE OFFICER,POLICE
"$40,190.54 ",POLICE OFFICER,POLICE
"$45,199.44 ",POLICE OFFICER,POLICE
"$42,833.44 ",POLICE OFFICER,POLICE
"$45,092.32 ",POLICE OFFICER,POLICE
"$40,190.54 ",POLICE OFFICER,POLICE
"$46,077.20 ",POLICE OFFICER,POLICE
"$49,320.44 ",POLICE CORPORAL,POLICE
"$42,921.39 ",PROGRAM ASSISTANT,POLICE
"$56,081.22 ",POLICE CORPORAL,POLICE
"$33,864.98 ",PROGRAM ASSISTANT,POLICE
"$36,625.13 ",PROGRAM ASSISTANT,POLICE
"$45,603.74 ",INVESTIGATOR,POLICE
"$29,903.12 ",SENIOR STOREKEEPER,POLICE
"$60,751.14 ",ADMINISTRATIVE ASSISTANT,POLICE
"$42,255.00 ",POLICE SERVICES TECHNICIAN,POLICE
$395.46 ,TEMPORARY TECHNICIANS,POLICE
"$48,911.20 ",POLICE OFFICER,POLICE
"$45,199.44 ",POLICE OFFICER,POLICE
"$55,976.44 ",POLICE CORPORAL,POLICE
"$47,459.62 ",POLICE OFFICER,POLICE
"$47,520.46 ",MASTER OFFICER,POLICE
"$51,851.80 ",MASTER OFFICER,POLICE
"$59,680.40 ",POLICE SERGEANT,POLICE
"$51,891.84 ",POLICE CORPORAL,POLICE
"$58,464.38 ",MASTER OFFICER,POLICE
"$46,555.34 ",POLICE OFFICER,POLICE
"$46,555.34 ",POLICE OFFICER,POLICE
"$43,550.32 ",MANAGEMENT ASSISTANT,POLICE
"$59,890.48 ",MASTER OFFICER,POLICE
"$52,862.42 ",POLICE OFFICER,POLICE
"$56,461.86 ",SR HUMAN RESOURCES CONSULTANT,POLICE
"$52,390.78 ",POLICE SERGEANT,POLICE
"$46,757.00 ",ADMINISTRATIVE ASSISTANT,POLICE
"$30,811.50 ",MANAGEMENT ASSISTANT,POLICE
"$55,009.50 ",MASTER OFFICER,POLICE
"$51,863.76 ",POLICE CORPORAL,POLICE
"$65,325.26 ",POLICE SERGEANT,POLICE
"$55,043.30 ",POLICE SERGEANT,POLICE
"$57,034.38 ",POLICE LIEUTENANT,POLICE
"$68,223.10 ",POLICE CAPTAIN,POLICE
"$51,863.76 ",POLICE CORPORAL,POLICE
"$38,702.00 ",MANAGEMENT ASSISTANT,POLICE
"$56,312.36 ",MASTER OFFICER,POLICE
"$54,899.26 ",MASTER OFFICER,POLICE
"$42,516.47 ",ADMINISTRATIVE ASSISTANT,POLICE
"$41,860.18 ",COMMUNITY RELATIONS COORDINATO,POLICE
"$35,760.82 ",MANAGEMENT ASSISTANT,POLICE
"$46,077.20 ",INVESTIGATOR,POLICE
"$39,085.20 ",CRIMINAL INFORMATION SPECIALIS,POLICE
"$29,434.65 ",PROPERTY CUSTODIAN,POLICE
"$35,686.39 ",MANAGEMENT ASSISTANT,POLICE
"$28,033.00 ",PROPERTY CUSTODIAN,POLICE
"$49,902.91 ",POLICE EVIDENCE SUPERVISOR,POLICE
"$43,883.06 ",POLICE OFFICER,POLICE
"$55,009.50 ",MASTER OFFICER,POLICE
"$53,986.40 ",MASTER OFFICER,POLICE
"$48,911.20 ",POLICE OFFICER,POLICE
"$51,143.30 ",POLICE CORPORAL,POLICE
"$44,980.00 ",POLICE OFFICER,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$46,077.20 ",POLICE OFFICER,POLICE
"$59,890.48 ",MASTER OFFICER,POLICE
"$47,347.30 ",MASTER OFFICER,POLICE
"$61,135.88 ",POLICE SERGEANT,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$30,922.06 ",POLICE RECORDS SPECIALIST,POLICE
"$32,321.54 ",SECRETARY,POLICE
"$31,406.78 ",POLICE RECORDS SPECIALIST,POLICE
"$26,415.19 ",POLICE RECORDS SPECIALIST,POLICE
"$37,521.84 ",POLICE RECORDS SUPERVISOR,POLICE
"$31,708.86 ",POLICE RECORDS SPECIALIST,POLICE
"$34,439.35 ",POLICE RECORDS SPECIALIST,POLICE
"$29,910.58 ",POLICE RECORDS SPECIALIST,POLICE
"$33,436.26 ",POLICE RECORDS SPECIALIST,POLICE
"$55,120.00 ",RECORDS SYSTEM MANAGER,POLICE
"$26,674.18 ",STAFF ASSISTANT,POLICE
"$29,147.00 ",STAFF ASSISTANT,POLICE
"$29,910.58 ",POLICE RECORDS SPECIALIST,POLICE
"$34,439.35 ",POLICE RECORDS SPECIALIST,POLICE
"$26,143.84 ",POLICE RECORDS SPECIALIST,POLICE
"$46,757.00 ",ASSISTANT POL RECORDS MANAGER,POLICE
"$28,342.04 ",SECRETARY,POLICE
"$34,460.92 ",SECRETARY,POLICE
"$29,939.50 ",POLICE RECORDS SPECIALIST,POLICE
"$30,922.06 ",POLICE RECORDS SPECIALIST,POLICE
"$32,424.15 ",POLICE RECORDS SPECIALIST,POLICE
"$33,323.20 ",POLICE RECORDS SUPERVISOR,POLICE
"$26,666.76 ",POLICE RECORDS SPECIALIST,POLICE
"$26,760.01 ",POLICE RECORDS SPECIALIST,POLICE
"$26,666.76 ",POLICE RECORDS SPECIALIST,POLICE
"$34,439.35 ",POLICE RECORDS SPECIALIST,POLICE
"$30,119.47 ",POLICE RECORDS SPECIALIST,POLICE
"$24,708.06 ",STAFF ASSISTANT,POLICE
"$30,119.47 ",POLICE RECORDS SPECIALIST,POLICE
"$33,845.10 ",POLICE RECORDS SPECIALIST,POLICE
"$26,931.18 ",POLICE RECORDS SPECIALIST,POLICE
"$30,059.00 ",POLICE RECRUIT,POLICE
"$32,609.68 ",POLICE RECRUIT,POLICE
"$33,038.98 ",POLICE RECRUIT,POLICE
"$30,059.90 ",POLICE RECRUIT,POLICE
"$30,059.00 ",POLICE RECRUIT,POLICE
"$30,059.00 ",POLICE RECRUIT,POLICE
"$33,038.98 ",POLICE RECRUIT,POLICE
"$33,038.98 ",POLICE RECRUIT,POLICE
"$33,038.98 ",POLICE RECRUIT,POLICE
"$30,059.90 ",POLICE RECRUIT,POLICE
"$30,059.00 ",POLICE RECRUIT,POLICE
"$34,691.02 ",POLICE RECRUIT,POLICE
"$30,059.90 ",POLICE RECRUIT,POLICE
"$34,690.76 ",POLICE RECRUIT,POLICE
"$47,944.26 ",MASTER OFFICER,POLICE
"$57,038.54 ",MASTER OFFICER,POLICE
"$58,224.92 ",POLICE SERGEANT,POLICE
"$43,802.72 ",POLICE OFFICER,POLICE
"$50,689.08 ",MASTER OFFICER,POLICE
"$40,720.42 ",POLICE OFFICER,POLICE
"$53,160.12 ",POLICE CORPORAL,POLICE
"$50,341.20 ",POLICE CORPORAL,POLICE
"$43,883.06 ",POLICE OFFICER,POLICE
"$46,077.20 ",POLICE OFFICER,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$50,277.76 ",MASTER OFFICER,POLICE
"$47,459.36 ",MASTER OFFICER,POLICE
"$52,427.18 ",POLICE CORPORAL,POLICE
"$46,743.84 ",INVESTIGATOR,POLICE
"$59,891.00 ",MASTER OFFICER,POLICE
"$45,603.74 ",POLICE OFFICER,POLICE
"$42,577.22 ",EXECUTIVE SECRETARY,POLICE
"$43,431.96 ",INVESTIGATOR,POLICE
"$50,378.64 ",MASTER OFFICER,POLICE
"$55,666.00 ",POLICE CORPORAL,POLICE
"$47,459.36 ",MASTER OFFICER,POLICE
"$42,167.06 ",POLICE OFFICER,POLICE
"$57,038.54 ",MASTER OFFICER,POLICE
"$56,081.22 ",MASTER OFFICER,POLICE
"$45,199.44 ",INVESTIGATOR,POLICE
"$46,555.34 ",INVESTIGATOR,POLICE
"$51,851.80 ",POLICE CORPORAL,POLICE
"$47,711.56 ",MASTER OFFICER,POLICE
"$49,142.86 ",MASTER OFFICER,POLICE
"$47,520.46 ",MASTER OFFICER,POLICE
"$47,459.62 ",POLICE OFFICER,POLICE
"$44,980.00 ",POLICE OFFICER,POLICE
"$62,058.10 ",POLICE SERGEANT,POLICE
"$49,832.38 ",POLICE CORPORAL,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$45,603.74 ",INVESTIGATOR,POLICE
"$47,928.14 ",INVESTIGATOR,POLICE
"$58,076.20 ",POLICE SERGEANT,POLICE
"$53,955.20 ",POLICE SERGEANT,POLICE
"$41,163.20 ",INVESTIGATOR,POLICE
"$40,190.54 ",INVESTIGATOR,POLICE
"$72,249.58 ",POLICE LIEUTENANT,POLICE
"$49,404.94 ",INVESTIGATOR,POLICE
"$50,349.52 ",INVESTIGATOR,POLICE
"$49,142.60 ",POLICE CORPORAL,POLICE
"$51,783.95 ",ADMINISTRATIVE ASSISTANT,POLICE
"$44,242.43 ",PUBLIC AFFAIRS  SPECIALIST,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$52,870.74 ",MASTER OFFICER,POLICE
"$39,304.63 ",PROGRAM ASSISTANT,POLICE
"$56,109.00 ",ADMINISTRATIVE ASSISTANT,POLICE
"$54,762.55 ",SENIOR PLANNER,POLICE
"$59,890.48 ",MASTER OFFICER,POLICE
"$53,986.40 ",MASTER OFFICER,POLICE
"$57,038.54 ",MASTER OFFICER,POLICE
"$59,890.48 ",MASTER OFFICER,POLICE
"$57,038.54 ",MASTER OFFICER,POLICE
"$45,603.74 ",POLICE OFFICER,POLICE
"$58,224.66 ",POLICE SERGEANT,POLICE
"$71,515.60 ",POLICE CAPTAIN,POLICE
"$54,444.26 ",POLICE SERGEANT,POLICE
"$53,961.70 ",POLICE CORPORAL,POLICE
"$46,443.00 ",EXECUTIVE SECRETARY,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$55,010.02 ",POLICE SERGEANT,POLICE
"$32,135.10 ",PROPERTY CUSTODIAN,POLICE
"$66,118.26 ",POLICE LIEUTENANT,POLICE
"$45,192.16 ",POLICE CORPORAL,POLICE
"$42,200.08 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$33,865.00 ",POLICE OFFICER,POLICE
"$49,320.44 ",POLICE CORPORAL,POLICE
"$70,153.46 ",POLICE CAPTAIN,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$53,517.62 ",POLICE CORPORAL,POLICE
"$50,617.06 ",POLICE CORPORAL,POLICE
"$50,349.78 ",POLICE CORPORAL,POLICE
"$36,972.78 ",POLICE OFFICER,POLICE
"$47,451.82 ",POLICE CORPORAL,POLICE
"$41,195.44 ",POLICE OFFICER,POLICE
"$45,192.16 ",POLICE CORPORAL,POLICE
"$58,450.08 ",POLICE SERGEANT,POLICE
"$45,064.50 ",POLICE OFFICER,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$38,246.78 ",POLICE OFFICER,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$51,385.88 ",POLICE CORPORAL,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$46,971.60 ",POLICE CORPORAL,POLICE
"$36,078.64 ",POLICE OFFICER,POLICE
"$57,038.54 ",POLICE CORPORAL,POLICE
"$43,883.06 ",POLICE OFFICER,POLICE
"$35,558.08 ",POLICE OFFICER,POLICE
"$38,758.72 ",POLICE OFFICER,POLICE
"$44,099.90 ",POLICE OFFICER,POLICE
"$51,143.30 ",POLICE CORPORAL,POLICE
"$55,873.48 ",POLICE SERGEANT,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$58,464.90 ",MASTER OFFICER,POLICE
"$43,883.06 ",POLICE OFFICER,POLICE
"$33,039.00 ",POLICE OFFICER,POLICE
"$43,883.06 ",POLICE OFFICER,POLICE
"$47,944.26 ",POLICE CORPORAL,POLICE
"$42,167.06 ",POLICE OFFICER,POLICE
"$49,382.58 ",POLICE CORPORAL,POLICE
"$40,190.54 ",POLICE OFFICER,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$34,360.56 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$48,875.06 ",POLICE CORPORAL,POLICE
"$43,431.96 ",POLICE OFFICER,POLICE
"$53,461.98 ",POLICE CORPORAL,POLICE
"$47,459.62 ",POLICE OFFICER,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$44,374.20 ",POLICE OFFICER,POLICE
"$33,038.98 ",POLICE OFFICER,POLICE
"$33,039.00 ",POLICE OFFICER,POLICE
"$35,558.38 ",POLICE OFFICER,POLICE
"$40,190.54 ",POLICE OFFICER,POLICE
"$38,246.78 ",POLICE OFFICER,POLICE
"$44,912.40 ",POLICE OFFICER,POLICE
"$48,381.06 ",POLICE CORPORAL,POLICE
"$41,163.20 ",POLICE OFFICER,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$56,167.28 ",POLICE CORPORAL,POLICE
"$54,677.74 ",POLICE CORPORAL,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$33,039.00 ",POLICE OFFICER,POLICE
"$42,167.06 ",POLICE OFFICER,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$37,336.26 ",POLICE OFFICER,POLICE
"$43,883.06 ",POLICE OFFICER,POLICE
"$43,883.06 ",POLICE OFFICER,POLICE
"$44,275.40 ",POLICE OFFICER,POLICE
"$37,161.80 ",POLICE OFFICER,POLICE
"$45,192.16 ",POLICE CORPORAL,POLICE
"$45,603.74 ",POLICE OFFICER,POLICE
"$34,360.56 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$44,517.98 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$43,883.06 ",POLICE OFFICER,POLICE
"$49,832.38 ",POLICE CORPORAL,POLICE
"$42,167.06 ",POLICE OFFICER,POLICE
"$38,276.68 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$45,603.74 ",POLICE CORPORAL,POLICE
"$39,233.74 ",POLICE OFFICER,POLICE
"$36,078.64 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$33,865.00 ",POLICE OFFICER,POLICE
"$36,078.64 ",POLICE OFFICER,POLICE
"$46,547.80 ",POLICE CORPORAL,POLICE
"$41,195.44 ",POLICE OFFICER,POLICE
"$35,558.38 ",POLICE OFFICER,POLICE
"$53,517.10 ",POLICE CORPORAL,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$36,972.52 ",POLICE OFFICER,POLICE
"$40,159.08 ",POLICE OFFICER,POLICE
"$36,425.48 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$63,396.32 ",POLICE LIEUTENANT,POLICE
"$39,234.00 ",POLICE OFFICER,POLICE
"$47,459.36 ",POLICE CORPORAL,POLICE
"$33,039.00 ",POLICE OFFICER,POLICE
"$47,883.94 ",POLICE CORPORAL,POLICE
"$33,039.00 ",POLICE OFFICER,POLICE
"$40,190.54 ",POLICE OFFICER,POLICE
"$34,691.02 ",POLICE OFFICER,POLICE
"$33,038.98 ",POLICE OFFICER,POLICE
"$33,039.00 ",POLICE OFFICER,POLICE
"$34,360.56 ",POLICE OFFICER,POLICE
"$59,891.00 ",MASTER OFFICER,POLICE
"$38,090.78 ",POLICE OFFICER,POLICE
"$47,883.94 ",POLICE CORPORAL,POLICE
"$59,890.48 ",MASTER OFFICER,POLICE
"$51,851.80 ",POLICE CORPORAL,POLICE
"$45,603.74 ",POLICE CORPORAL,POLICE
"$56,077.58 ",POLICE SERGEANT,POLICE
"$46,489.30 ",POLICE CORPORAL,POLICE
"$45,603.74 ",POLICE CORPORAL,POLICE
"$50,341.46 ",POLICE CORPORAL,POLICE
"$57,038.54 ",POLICE CORPORAL,POLICE
"$44,275.40 ",POLICE CORPORAL,POLICE
"$47,456.50 ",POLICE CORPORAL,POLICE
"$37,161.80 ",POLICE OFFICER,POLICE
"$52,390.00 ",POLICE CORPORAL,POLICE
"$33,039.00 ",POLICE OFFICER,POLICE
"$40,190.54 ",POLICE OFFICER,POLICE
"$54,221.70 ",POLICE SERGEANT,POLICE
"$61,671.00 ",CONTRACT ADMINISTRATOR,DEPT OF COMMUNITY DEVELOPMENT
"$28,795.51 ",SECRETARY,PUBLIC WORKS
"$72,362.36 ",GEO INFORMATION SYSTEMS ANALYS,PUBLIC WORKS
"$86,267.96 ",CIVIL ENGINEER V,PUBLIC WORKS
"$43,874.10 ",MANAGEMENT ASSISTANT,PUBLIC WORKS
"$67,197.35 ",BUSINESS ANALYST,PUBLIC WORKS
"$113,039.18 ",PUBLIC WORKS DIRECTOR,PUBLIC WORKS
"$22,050.00 ",LABORER,PUBLIC WORKS
"$62,086.00 ",ASSISTANT STREET SUPERINTENDEN,PUBLIC WORKS
"$20,999.94 ",LABORER,PUBLIC WORKS
"$33,867.33 ",EQUIPMENT OP III,PUBLIC WORKS
"$46,720.95 ",PUBLIC WORKS SUPERVISOR,PUBLIC WORKS
"$21,000.00 ",LABORER,PUBLIC WORKS
"$26,952.58 ",LABORER,PUBLIC WORKS
"$29,147.00 ",ROAD WORKER,PUBLIC WORKS
"$27,841.68 ",STOREKEEPER,PUBLIC WORKS
"$23,910.00 ",LABORER,PUBLIC WORKS
"$22,676.68 ",LABORER,PUBLIC WORKS
"$28,486.92 ",EQUIPMENT OP III,PUBLIC WORKS
"$22,050.00 ",LABORER,PUBLIC WORKS
"$25,504.05 ",EQUIPMENT OP III,PUBLIC WORKS
"$46,803.94 ",PUBLIC WORKS SUPERVISOR,PUBLIC WORKS
"$39,793.06 ",INVENTORY CONTROL SUPERVISOR,PUBLIC WORKS
"$33,852.79 ",EXECUTIVE SECRETARY,PUBLIC WORKS
"$27,582.56 ",EQUIPMENT OP III,PUBLIC WORKS
"$28,692.00 ",LABORER,PUBLIC WORKS
"$25,068.48 ",LABORER,PUBLIC WORKS
"$35,237.48 ",CREW CHIEF II,PUBLIC WORKS
"$32,352.68 ",CREW CHIEF II,PUBLIC WORKS
"$70,913.87 ",STREET SUPERINTENDENT,PUBLIC WORKS
"$23,243.58 ",LABORER,PUBLIC WORKS
"$45,362.91 ",CREW CHIEF II,PUBLIC WORKS
"$48,484.92 ",PUBLIC WORKS SUPERVISOR,PUBLIC WORKS
"$32,237.92 ",EQUIPMENT OPERATOR IV,PUBLIC WORKS
"$26,422.58 ",ROAD WORKER,PUBLIC WORKS
"$23,604.00 ",EQUIPMENT OPERATOR I,PUBLIC WORKS
"$26,143.84 ",ROAD WORKER,PUBLIC WORKS
"$32,660.80 ",CREW CHIEF II,PUBLIC WORKS
"$25,052.48 ",LABORER,PUBLIC WORKS
"$51,045.00 ",PROGRAM ASSISTANT,PUBLIC WORKS
"$22,676.68 ",LABORER,PUBLIC WORKS
"$26,422.58 ",ROAD WORKER,PUBLIC WORKS
"$39,396.33 ",CREW CHIEF II,PUBLIC WORKS
"$32,865.76 ",ROAD WORKER,PUBLIC WORKS
"$23,604.32 ",EQUIPMENT OPERATOR I,PUBLIC WORKS
"$34,240.21 ",CREW CHIEF II,PUBLIC WORKS
"$40,898.95 ",CREW CHIEF II,PUBLIC WORKS
"$25,504.05 ",EQUIPMENT OP III,PUBLIC WORKS
"$32,010.62 ",EQUIPMENT OP III,PUBLIC WORKS
"$22,050.00 ",LABORER,PUBLIC WORKS
"$38,702.00 ",CREW CHIEF II,PUBLIC WORKS
"$26,016.17 ",EQUIPMENT OPERATOR I,PUBLIC WORKS
"$26,674.18 ",STAFF ASSISTANT,PUBLIC WORKS
"$25,020.38 ",EQUIPMENT OPERATOR I,PUBLIC WORKS
"$26,550.34 ",ROAD WORKER,PUBLIC WORKS
"$25,020.24 ",EQUIPMENT OPERATOR I,PUBLIC WORKS
"$21,000.00 ",LABORER,PUBLIC WORKS
"$36,469.25 ",CREW CHIEF II,PUBLIC WORKS
"$22,050.00 ",LABORER,PUBLIC WORKS
"$40,021.64 ",CREW CHIEF II,PUBLIC WORKS
"$28,085.15 ",SECRETARY,PUBLIC WORKS
"$26,422.58 ",ROAD WORKER,PUBLIC WORKS
"$22,050.00 ",LABORER,PUBLIC WORKS
"$30,604.00 ",EQUIPMENT OP III,PUBLIC WORKS
"$23,275.20 ",PARTTIME PROFESSIONAL,PUBLIC WORKS
"$33,867.06 ",ROAD WORKER,PUBLIC WORKS
"$38,702.00 ",CREW CHIEF II,PUBLIC WORKS
"$49,256.02 ",PUBLIC WORKS SUPERVISOR,PUBLIC WORKS
"$105,470.32 ",PUBLIC WORKS ENGINEER,PUBLIC WORKS
"$51,100.81 ",SENIOR TRANSPORTATION TECHNICI,PUBLIC WORKS
"$50,924.87 ",TRANSPORTATION PLANNER II,PUBLIC WORKS
"$37,000.71 ",EXECUTIVE SECRETARY,PUBLIC WORKS
"$28,600.00 ",PARTTIME OFFICE/CLERICAL,PUBLIC WORKS
"$37,500.98 ",TRANSPORTATION TECHNICIAN,PUBLIC WORKS
"$50,922.51 ",TRANSPORTATION SPECIALIST,PUBLIC WORKS
"$38,584.00 ",MANAGEMENT ASSISTANT,PUBLIC WORKS
"$33,764.22 ",STAFF ASSISTANT,PUBLIC WORKS
"$53,549.22 ",TRANSPORTATION PLANNER II,PUBLIC WORKS
"$72,222.88 ",TRANSPORTATION ENGINEER IV,PUBLIC WORKS
"$43,680.00 ",PARTTIME TECHNICIANS,PUBLIC WORKS
"$54,275.53 ",TRANSPORTATION SPECIALIST,PUBLIC WORKS
"$77,020.19 ",TRANSPORTATION ENGINEER IV,PUBLIC WORKS
"$92,400.48 ",TRANSPORTATION ENGINEER V,PUBLIC WORKS
"$49,402.98 ",SENIOR TRANSPORTATION TECHNICI,PUBLIC WORKS
"$51,263.00 ",TRANSPORTATION SYS ENGINEER,PUBLIC WORKS
"$32,660.20 ",TRAFFIC SIGNAL TECHNICIAN,PUBLIC WORKS
"$49,083.48 ",TRAFFIC SYSTEMS SUPERVISOR,PUBLIC WORKS
"$40,002.01 ",TRAFFIC SYSTEMS TECHNICIAN,PUBLIC WORKS
"$34,317.00 ",TRANSPORTATION ASSISTANT,PUBLIC WORKS
"$36,379.33 ",TRAFFIC CONTROL TECHNICIAN,PUBLIC WORKS
"$36,933.71 ",SENIOR TRAFFIC SIGNAL TECHNICI,PUBLIC WORKS
"$32,352.60 ",TRAFFIC SIGNAL TECHNICIAN,PUBLIC WORKS
"$40,762.49 ",TRAFFIC SIGN MAKER,PUBLIC WORKS
"$34,400.56 ",TRANSPORTATION ASSISTANT,PUBLIC WORKS
"$35,506.47 ",TECHNICIAN,PUBLIC WORKS
"$54,697.85 ",TRANSPORTATION ENGINEER II,PUBLIC WORKS
"$39,224.32 ",TECHNICIAN,PUBLIC WORKS
"$52,397.17 ",TRAFFIC CONTROL SUPERVISOR,PUBLIC WORKS
"$36,519.49 ",TECHNICIAN,PUBLIC WORKS
"$32,660.72 ",TRAFFIC SIGNAL TECHNICIAN,PUBLIC WORKS
"$39,342.70 ",TRAFFIC CONTROL TECHNICIAN,PUBLIC WORKS
"$41,577.32 ",TRAFFIC CONTROL TECHNICIAN,PUBLIC WORKS
"$39,377.11 ",TECHNICIAN,PUBLIC WORKS
"$86,919.76 ",TRANSPORTATION ENGINEER IV,PUBLIC WORKS
"$60,337.82 ",TRANSPORTATION ENGINEER II,PUBLIC WORKS
"$32,352.60 ",TRAFFIC SIGNAL TECHNICIAN,PUBLIC WORKS
"$35,280.02 ",TRAFFIC SIGNAL TECHNICIAN,PUBLIC WORKS
"$59,494.21 ",TRANSPORTATION ENGINEER II,PUBLIC WORKS
"$41,643.37 ",TECHNICIAN,PUBLIC WORKS
"$39,224.32 ",TECHNICIAN,PUBLIC WORKS
"$39,085.20 ",TRAFFIC SYSTEMS TECHNICIAN,PUBLIC WORKS
"$34,866.10 ",TRAFFIC CONTROL TECHNICIAN,PUBLIC WORKS
"$31,548.42 ",TRAFFIC CONTROL TECHNICIAN,PUBLIC WORKS
"$55,681.60 ",PARTTIME TECHNICIANS,PUBLIC WORKS
"$55,681.60 ",PARTTIME TECHNICIANS,PUBLIC WORKS
"$54,321.68 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$49,773.36 ",SENIOR ENGINEERING TECHNICIAN,PUBLIC WORKS
"$43,279.28 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$31,027.54 ",SURVEY INSTRUMENT OPERATOR,PUBLIC WORKS
"$31,314.74 ",SURVEYOR HELPER,PUBLIC WORKS
"$43,279.28 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$45,881.78 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$44,807.02 ",SENIOR ENGINEERING INSPECTOR,PUBLIC WORKS
"$38,567.90 ",EXECUTIVE SECRETARY,PUBLIC WORKS
"$45,742.02 ",ENGINEERING TECHNICIAN,PUBLIC WORKS
